,value,occ_title,Unnamed: 0,occ_code,occ_group,tot_emp,emp_prse,h_mean,a_mean,mean_prse,h_pct10,h_pct25,h_median,h_pct75,h_pct90,a_pct10,a_pct25,a_median,a_pct75,a_pct90,annual,hourly,class
150,3050.0,pharmacists,503.0,29-1050,broad,"309,330",0.9,58.52,"121,710",0.3,42.03,53.04,59.70,68.61,76.64,"87,420","110,310","124,170","142,710","159,410",,,High Income
151,3060.0,physicians and surgeons,505.0,29-1060,broad,"666,490",1.2,103.22,"214,700",0.6,30.24,65.39,#,#,#,"62,900","136,020",#,#,#,,,High Income
152,3110.0,physician assistants,514.0,29-1070,broad,"109,220",1.4,50.37,"104,760",0.4,32.01,42.30,50.41,59.71,70.32,"66,590","87,980","104,860","124,200","146,260",,,High Income
153,3120.0,podiatrists,516.0,29-1080,broad,"9,670",3.2,71.38,"148,470",2.2,24.49,39.99,61.41,91.54,#,"50,930","83,180","127,740","190,400",#,,,High Income
154,3140.0,audiologists,537.0,29-1180,broad,"12,020",4.5,38.48,"80,040",1.5,24.67,29.99,36.50,45.00,53.44,"51,300","62,370","75,920","93,590","111,150",,,Middle Income
155,3150.0,occupational therapists,519.0,29-1122,detailed,"126,050",1.2,40.69,"84,640",0.4,26.23,32.68,40.00,48.23,57.91,"54,560","67,970","83,200","100,320","120,440",,,Middle Income
156,3160.0,physical therapists,520.0,29-1123,detailed,"225,420",1.1,42.34,"88,080",0.3,28.40,34.46,41.76,48.94,58.97,"59,080","71,670","86,850","101,790","122,650",,,Middle Income
157,3200.0,radiation therapists,521.0,29-1124,detailed,"17,250",2.9,40.96,"85,190",0.6,26.70,31.92,38.73,48.57,59.14,"55,530","66,400","80,570","101,030","123,020",,,Middle Income
158,3210.0,recreational therapists,522.0,29-1125,detailed,"18,490",2.6,23.88,"49,670",0.7,14.21,17.78,22.92,29.37,35.68,"29,570","36,970","47,680","61,090","74,210",,,Middle Income
159,3220.0,respiratory therapists,523.0,29-1126,detailed,"128,250",1.2,29.72,"61,810",0.3,20.73,24.30,28.71,34.71,39.92,"43,120","50,540","59,710","72,200","83,030",,,Middle Income
160,3230.0,speech-language pathologists,524.0,29-1127,detailed,"142,360",1.2,38.35,"79,770",0.5,23.48,28.94,36.83,46.62,57.17,"48,830","60,200","76,610","96,980","118,910",,,Middle Income
161,3245.0,"other therapists, including exercise physiologists",,,,,,,,,,,,,,,,,,,,,
162,3250.0,veterinarians,527.0,29-1130,broad,"69,370",1.5,48.81,"101,530",1.1,25.95,34.04,43.47,57.02,76.60,"53,980","70,810","90,420","118,600","159,320",,,High Income
163,3255.0,registered nurses,529.0,29-1140,broad,"2,906,840",0.5,35.36,"73,550",0.2,23.41,27.57,33.65,41.33,50.05,"48,690","57,340","70,000","85,960","104,100",,,Middle Income
164,3256.0,nurse anesthetists,531.0,29-1150,broad,"42,620",3.5,81.47,"169,450",0.9,53.13,67.67,79.38,93.75,#,"110,520","140,750","165,120","194,990",#,,,High Income
165,3258.0,nurse practitioners and nurse midwives,,,,,,,,,,,,,,,,,,,,,
166,3260.0,"health diagnosing and treating practitioners, all other",540.0,29-1199,detailed,"35,970",2.3,40.49,"84,210",1.4,19.76,26.71,35.49,51.73,66.43,"41,100","55,560","73,830","107,610","138,160",,,Middle Income
167,3300.0,clinical laboratory technologists and technicians,542.0,29-2010,detailed,"322,380",1.2,25.59,"53,230",0.3,14.25,18.23,24.89,31.54,38.24,"29,640","37,910","51,770","65,600","79,530",,,Middle Income
168,3310.0,dental hygienists,544.0,29-2020,broad,"211,600",1.2,35.91,"74,680",0.5,24.61,29.44,35.61,42.70,48.72,"51,180","61,230","74,070","88,820","101,330",,,Middle Income
169,3320.0,diagnostic related technologists and technicians,546.0,29-2030,broad,"382,500",0.7,30.79,"64,040",0.3,18.83,23.96,29.98,37.01,44.83,"39,160","49,830","62,350","76,970","93,240",,,Middle Income
170,3400.0,emergency medical technicians and paramedics,552.0,29-2040,broad,"251,860",1.2,17.64,"36,700",0.7,10.52,12.72,16.05,20.86,27.40,"21,880","26,470","33,380","43,390","56,990",,,Middle Income
171,3420.0,health practitioner support technologists and technicians,554.0,29-2050,broad,"785,590",0.6,17.27,"35,910",0.2,10.79,12.97,16.28,20.38,25.29,"22,450","26,970","33,860","42,400","52,610",,,Middle Income
172,3500.0,licensed practical and licensed vocational nurses,562.0,29-2060,broad,"702,700",0.7,21.98,"45,710",0.2,15.85,18.27,21.65,25.11,29.34,"32,970","38,010","45,030","52,220","61,030",,,Middle Income
173,3510.0,medical records and health information technicians,564.0,29-2070,broad,"204,220",1.0,20.59,"42,820",0.4,12.41,14.90,18.83,24.69,31.06,"25,810","30,990","39,180","51,350","64,610",,,Middle Income
174,3520.0,"opticians, dispensing",566.0,29-2080,broad,"75,450",2.1,18.79,"39,070",1.0,11.56,13.81,17.43,22.62,28.25,"24,040","28,730","36,250","47,040","58,750",,,Middle Income
175,3535.0,miscellaneous health technologists and technicians,568.0,29-2090,broad,"139,620",1.5,23.36,"48,600",0.6,13.36,16.23,20.88,28.25,36.82,"27,800","33,760","43,420","58,760","76,590",,,Middle Income
176,3540.0,other healthcare practitioners and technical occupations,572.0,29-9000,minor,"161,190",0.8,31.19,"64,870",0.3,15.92,21.11,29.19,39.28,48.97,"33,110","43,900","60,710","81,700","101,850",,,Middle Income
177,3600.0,"nursing, psychiatric, and home health aides",581.0,31-1000,minor,"2,393,040",0.5,13.03,"27,110",0.3,9.45,10.60,12.31,14.75,18.00,"19,650","22,050","25,610","30,680","37,450",,,Low Income
178,3610.0,occupational therapy assistants and aides,588.0,31-2010,broad,"49,390",2.3,26.66,"55,450",0.9,13.48,20.47,27.25,32.89,38.11,"28,040","42,580","56,690","68,410","79,280",,,Middle Income
179,3620.0,physical therapist assistants and aides,591.0,31-2020,broad,"139,460",1.3,22.65,"47,120",0.6,10.69,13.58,22.56,29.76,36.26,"22,240","28,240","46,920","61,890","75,410",,,Middle Income
180,3630.0,massage therapists,595.0,31-9010,broad,"103,300",2.7,21.61,"44,950",1.2,9.76,13.29,19.23,27.54,37.25,"20,300","27,640","39,990","57,280","77,470",,,Middle Income
181,3640.0,dental assistants,598.0,31-9091,detailed,"337,160",0.9,18.60,"38,690",0.4,12.58,14.98,18.09,22.11,25.54,"26,170","31,160","37,630","46,000","53,130",,,Middle Income
182,3645.0,medical assistants,599.0,31-9092,detailed,"646,320",0.7,16.15,"33,580",0.2,11.46,13.26,15.61,18.43,22.07,"23,830","27,580","32,480","38,340","45,900",,,Middle Income
183,3646.0,medical transcriptionists,601.0,31-9094,detailed,"55,880",2.9,17.50,"36,400",1.2,10.42,12.96,16.95,20.97,24.72,"21,670","26,960","35,250","43,610","51,410",,,Middle Income
184,3647.0,pharmacy aides,602.0,31-9095,detailed,"35,960",4.1,13.96,"29,030",1.2,9.16,10.58,12.56,16.23,21.42,"19,040","22,000","26,120","33,760","44,550",,,Low Income
185,3648.0,veterinary assistants and laboratory animal caretakers,603.0,31-9096,detailed,"84,400",2.7,13.26,"27,570",0.6,9.19,10.57,12.57,14.98,18.41,"19,110","21,990","26,140","31,170","38,300",,,Low Income
186,3649.0,phlebotomists,604.0,31-9097,detailed,"122,550",1.4,16.69,"34,710",0.3,11.66,13.53,16.19,19.12,23.09,"24,250","28,130","33,670","39,760","48,030",,,Middle Income
187,3655.0,"healthcare support workers, all other, including medical equipment preparers",,,,,,,,,,,,,,,,,,,,,
188,3700.0,first-line supervisors of correctional officers,609.0,33-1011,detailed,"42,280",0.5,32.15,"66,880",0.7,19.59,22.70,30.05,40.48,48.11,"40,750","47,220","62,500","84,190","100,080",,,Middle Income
189,3710.0,first-line supervisors of police and detectives,610.0,33-1012,detailed,"104,860",0.4,44.03,"91,590",0.6,24.61,31.94,42.26,54.17,67.46,"51,200","66,430","87,910","112,670","140,320",,,Middle Income
190,3720.0,first-line supervisors of fire fighting and prevention workers,611.0,33-1020,broad,"58,690",0.9,38.19,"79,430",0.8,20.45,27.87,36.62,47.17,58.22,"42,540","57,970","76,170","98,110","121,090",,,Middle Income
191,3730.0,"first-line supervisors of protective service workers, all other",614.0,33-1099,detailed,"74,430",1.3,25.02,"52,040",0.8,13.23,16.96,23.77,30.01,38.58,"27,520","35,270","49,430","62,420","80,240",,,Middle Income
192,3740.0,firefighters,616.0,33-2010,broad,"319,860",0.7,24.97,"51,930",0.8,11.77,16.06,23.60,32.03,40.18,"24,490","33,400","49,080","66,610","83,570",,,Middle Income
193,3750.0,fire inspectors,618.0,33-2020,broad,"13,900",2.2,28.83,"59,960",0.9,15.33,19.80,27.25,36.34,45.47,"31,890","41,190","56,670","75,590","94,580",,,Middle Income
194,3800.0,"bailiffs, correctional officers, and jailers",622.0,33-3010,broad,"447,350",0.5,22.86,"47,540",0.7,14.13,16.74,20.92,27.84,36.00,"29,390","34,820","43,510","57,910","74,870",,,Middle Income
195,3820.0,detectives and criminal investigators,625.0,33-3020,broad,"105,350",0.3,40.06,"83,320",0.6,20.62,26.84,38.45,50.60,65.16,"42,880","55,830","79,970","105,240","135,530",,,Middle Income
196,3840.0,miscellaneous law enforcement workers,,,,,,,,,,,,,,,,,,,,,
197,3850.0,police officers,631.0,33-3050,broad,"667,910",0.5,31.03,"64,540",0.9,16.85,21.66,29.41,38.59,48.37,"35,050","45,050","61,160","80,270","100,610",,,Middle Income
198,3900.0,animal control workers,635.0,33-9010,broad,"12,700",1.3,18.07,"37,580",0.6,10.60,13.46,17.08,21.77,27.57,"22,050","28,000","35,520","45,280","57,350",,,Middle Income
199,3910.0,private detectives and investigators,637.0,33-9020,broad,"30,980",8.3,26.48,"55,080",2.2,13.84,17.98,24.38,32.89,41.70,"28,780","37,390","50,700","68,400","86,730",,,Middle Income
200,3930.0,security guards and gaming surveillance officers,639.0,33-9030,broad,"1,115,730",0.9,14.80,"30,780",0.6,9.45,10.70,12.96,17.21,23.30,"19,660","22,250","26,960","35,810","48,460",,,Low Income
201,3940.0,crossing guards,643.0,33-9091,detailed,"76,440",2.4,14.50,"30,170",1.0,9.07,10.46,13.28,17.01,21.13,"18,870","21,760","27,630","35,380","43,960",,,Low Income
202,3945.0,transportation security screeners,645.0,33-9093,detailed,"42,470",0.3,19.69,"40,960",0.6,16.34,17.81,19.51,20.86,23.13,"34,000","37,040","40,580","43,390","48,100",,,Middle Income
203,3955.0,"lifeguards and other recreational, and all other protective service workers",,,,,,,,,,,,,,,,,,,,,
204,4000.0,chefs and head cooks,650.0,35-1011,detailed,"131,430",2.2,23.87,"49,650",1.0,12.03,16.32,22.09,29.75,37.78,"25,020","33,950","45,950","61,870","78,570",,,Middle Income
205,4010.0,first-line supervisors of food preparation and serving workers,651.0,35-1012,detailed,"927,440",0.5,17.05,"35,460",0.3,10.22,12.00,15.37,20.86,26.86,"21,260","24,960","31,960","43,390","55,880",,,Middle Income
206,4020.0,cooks,653.0,35-2010,broad,"2,375,000",0.5,12.23,"25,440",0.2,8.70,9.77,11.52,14.04,17.07,"18,100","20,330","23,970","29,200","35,510",,,Low Income
207,4030.0,food preparation workers,660.0,35-2020,broad,"832,690",1.2,11.49,"23,900",0.4,8.54,9.41,10.93,12.92,15.45,"17,770","19,580","22,730","26,880","32,130",,,Low Income
208,4040.0,bartenders,663.0,35-3010,broad,"613,350",0.9,12.63,"26,260",0.5,8.40,9.12,10.43,14.15,20.01,"17,470","18,960","21,690","29,420","41,630",,,Low Income
209,4050.0,"combined food preparation and serving workers, including fast food",666.0,35-3021,detailed,"3,576,220",0.6,10.21,"21,230",0.2,8.16,8.84,9.70,11.27,12.85,"16,980","18,380","20,180","23,450","26,740",,,Low Income
210,4060.0,"counter attendants, cafeteria, food concession, and coffee shop",667.0,35-3022,detailed,"476,940",2.0,10.83,"22,530",0.4,8.47,9.14,10.23,11.74,14.26,"17,620","19,020","21,280","24,420","29,650",,,Low Income
211,4110.0,waiters and waitresses,668.0,35-3030,broad,"2,584,220",0.5,12.15,"25,280",0.4,8.27,8.98,10.01,13.30,19.33,"17,200","18,690","20,820","27,670","40,210",,,Low Income
212,4120.0,"food servers, nonrestaurant",670.0,35-3040,broad,"264,630",1.5,11.61,"24,150",0.4,8.47,9.27,10.73,12.68,16.40,"17,620","19,280","22,320","26,370","34,110",,,Low Income
213,4130.0,"miscellaneous food preparation and serving related workers, including dining room and cafeteria attendants and bartender helpers",,,,,,,,,,,,,,,,,,,,,
214,4140.0,dishwashers,675.0,35-9020,broad,"503,540",1.0,10.68,"22,210",0.3,8.48,9.25,10.34,11.64,13.39,"17,630","19,240","21,500","24,210","27,850",,,Low Income
215,4150.0,"hosts and hostesses, restaurant, lounge, and coffee shop",677.0,35-9030,broad,"414,540",1.2,10.72,"22,290",0.4,8.28,9.01,10.06,11.68,14.16,"17,220","18,740","20,930","24,290","29,450",,,Low Income
216,4200.0,first-line supervisors of housekeeping and janitorial workers,684.0,37-1011,detailed,"155,090",1.0,20.37,"42,380",0.5,11.85,14.55,18.86,24.67,31.06,"24,640","30,260","39,230","51,320","64,610",,,Middle Income
217,4210.0,"first-line supervisors of landscaping, lawn service, and groundskeeping workers",685.0,37-1012,detailed,"100,320",1.5,24.05,"50,020",0.5,14.13,17.47,22.61,29.10,36.75,"29,390","36,340","47,030","60,520","76,440",,,Middle Income
218,4220.0,janitors and building cleaners,,,,,,,,,,,,,,,,,,,,,
219,4230.0,maids and housekeeping cleaners,689.0,37-2012,detailed,"922,660",0.8,11.84,"24,630",0.3,8.52,9.41,10.99,13.21,16.87,"17,720","19,580","22,860","27,470","35,080",,,Low Income
220,4240.0,pest control workers,691.0,37-2020,broad,"75,130",1.8,17.60,"36,610",1.1,10.89,13.25,16.52,21.10,26.48,"22,650","27,570","34,370","43,890","55,080",,,Middle Income
221,4250.0,grounds maintenance workers,693.0,37-3000,minor,"992,240",0.5,14.58,"30,330",0.3,9.66,11.08,13.51,16.98,21.55,"20,080","23,050","28,110","35,320","44,820",,,Low Income
222,4300.0,first-line supervisors of gaming workers,701.0,39-1010,detailed,"30,670",2.8,23.85,"49,600",1.1,12.71,17.36,23.49,29.58,35.65,"26,430","36,100","48,850","61,530","74,150",,,Middle Income
223,4320.0,first-line supervisors of personal service workers,703.0,39-1020,broad,"213,620",1.3,19.50,"40,550",0.4,11.22,13.85,18.01,23.60,30.01,"23,340","28,820","37,450","49,090","62,430",,,Middle Income
224,4340.0,animal trainers,706.0,39-2010,broad,"14,340",5.5,16.71,"34,760",1.9,9.43,10.90,13.88,19.35,26.92,"19,610","22,670","28,880","40,250","56,000",,,Middle Income
225,4350.0,nonfarm animal caretakers,708.0,39-2020,broad,"190,520",1.4,12.10,"25,170",0.5,8.60,9.50,11.03,13.39,17.61,"17,880","19,760","22,950","27,860","36,630",,,Low Income
226,4400.0,gaming services workers,711.0,39-3010,broad,"115,130",2.9,11.51,"23,950",1.1,8.14,8.88,9.73,11.92,18.06,"16,940","18,460","20,230","24,790","37,570",,,Low Income
227,4410.0,motion picture projectionists,715.0,39-3020,broad,"5,700",9.2,11.92,"24,790",2.2,8.48,9.23,10.60,13.14,17.45,"17,640","19,200","22,050","27,340","36,290",,,Low Income
228,4420.0,"ushers, lobby attendants, and ticket takers",717.0,39-3030,broad,"124,710",2.2,10.85,"22,580",0.6,8.27,8.99,10.01,11.70,14.74,"17,210","18,690","20,820","24,330","30,660",,,Low Income
229,4430.0,miscellaneous entertainment attendants and related workers,719.0,39-3090,broad,"340,740",4.5,11.29,"23,480",0.5,8.37,9.09,10.27,11.96,15.43,"17,410","18,900","21,370","24,870","32,090",,,Low Income
230,4460.0,embalmers and funeral attendants,,,,,,,,,,,,,,,,,,,,,
231,4465.0,"morticians, undertakers, and funeral directors",729.0,39-4030,broad,"25,460",2.6,27.07,"56,300",1.4,14.07,18.33,24.93,33.02,40.90,"29,260","38,130","51,850","68,670","85,060",,,Middle Income
232,4500.0,barbers,733.0,39-5011,detailed,"18,810",10.2,14.65,"30,480",2.6,8.95,10.12,12.33,18.02,23.31,"18,610","21,050","25,650","37,490","48,480",,,Low Income
233,4510.0,"hairdressers, hairstylists, and cosmetologists",734.0,39-5012,detailed,"351,910",1.4,14.66,"30,490",0.7,8.73,9.71,11.95,16.88,24.36,"18,170","20,200","24,850","35,100","50,670",,,Low Income
234,4520.0,miscellaneous personal appearance workers,735.0,39-5090,broad,"165,830",3.0,13.66,"28,410",1.0,9.12,9.92,11.44,14.57,20.40,"18,960","20,640","23,790","30,310","42,430",,,Low Income
235,4530.0,"baggage porters, bellhops, and concierges",740.0,39-6000,minor,"78,370",2.2,14.00,"29,110",0.8,9.07,10.24,12.36,16.54,21.42,"18,860","21,300","25,700","34,410","44,550",,,Low Income
236,4540.0,tour and travel guides,744.0,39-7000,minor,"46,140",2.7,14.03,"29,180",0.9,8.91,10.24,12.39,16.40,21.81,"18,530","21,310","25,770","34,110","45,370",,,Low Income
237,4600.0,childcare workers,748.0,39-9010,broad,"562,420",1.1,11.42,"23,760",0.5,8.41,9.22,10.72,12.79,15.76,"17,490","19,180","22,290","26,610","32,780",,,Low Income
238,4610.0,personal care aides,750.0,39-9020,broad,"2,035,610",0.7,11.59,"24,100",0.5,8.73,9.98,11.11,12.43,14.78,"18,160","20,750","23,100","25,850","30,750",,,Low Income
239,4620.0,recreation and fitness workers,752.0,39-9030,broad,"632,430",0.8,16.79,"34,930",0.5,9.05,10.38,13.72,20.63,29.01,"18,810","21,590","28,550","42,910","60,340",,,Middle Income
240,4640.0,residential advisors,755.0,39-9040,broad,"110,720",1.7,13.87,"28,850",0.5,9.08,10.53,12.90,16.02,20.00,"18,890","21,900","26,830","33,310","41,590",,,Low Income
241,4650.0,"personal care and service workers, all other",758.0,39-9099,detailed,"56,820",2.9,13.35,"27,760",0.9,9.14,10.28,12.45,15.53,18.47,"19,000","21,390","25,900","32,300","38,410",,,Low Income
242,4700.0,first-line supervisors of retail sales workers,762.0,41-1011,detailed,"1,200,180",0.4,20.95,"43,580",0.2,11.91,14.53,18.54,24.42,31.79,"24,780","30,230","38,550","50,790","66,120",,,Middle Income
243,4710.0,first-line supervisors of non-retail sales workers,763.0,41-1012,detailed,"251,830",0.8,40.08,"83,370",0.4,18.48,25.45,34.45,48.16,68.82,"38,430","52,930","71,650","100,170","143,140",,,Middle Income
244,4720.0,cashiers,765.0,41-2010,broad,"3,588,960",0.5,10.65,"22,160",0.2,8.23,8.97,10.12,11.52,13.98,"17,110","18,660","21,050","23,960","29,080",,,Low Income
245,4740.0,counter and rental clerks,769.0,41-2021,detailed,"445,530",1.0,14.30,"29,740",0.4,8.92,10.17,12.41,16.73,22.54,"18,550","21,150","25,820","34,800","46,890",,,Low Income
246,4750.0,parts salespersons,770.0,41-2022,detailed,"252,770",1.2,15.83,"32,920",0.5,9.23,10.98,14.13,18.84,25.16,"19,190","22,830","29,380","39,190","52,330",,,Low Income
247,4760.0,retail salespersons,771.0,41-2030,broad,"4,442,090",0.4,13.20,"27,460",0.2,8.61,9.58,11.16,14.21,19.85,"17,920","19,930","23,210","29,570","41,300",,,Low Income
248,4800.0,advertising sales agents,774.0,41-3010,broad,"136,520",2.3,29.34,"61,020",0.9,11.69,16.22,23.89,35.57,52.26,"24,320","33,730","49,680","73,990","108,700",,,Middle Income
249,4810.0,insurance sales agents,776.0,41-3020,broad,"386,320",1.2,32.21,"66,990",0.9,13.07,17.02,23.90,36.64,60.19,"27,180","35,400","49,710","76,220","125,190",,,Middle Income
250,4820.0,"securities, commodities, and financial services sales agents",778.0,41-3030,broad,"389,610",1.1,46.85,"97,440",1.4,15.89,19.55,30.66,58.63,#,"33,060","40,670","63,780","121,960",#,,,Middle Income
251,4830.0,travel agents,780.0,41-3040,broad,"67,330",2.2,19.64,"40,840",1.0,10.26,13.25,17.78,23.70,29.96,"21,350","27,570","36,990","49,300","62,320",,,Middle Income
252,4840.0,"sales representatives, services, all other",783.0,41-3099,detailed,"1,004,020",0.7,30.31,"63,050",0.4,12.16,16.94,25.24,36.95,54.47,"25,290","35,240","52,510","76,850","113,310",,,Middle Income
253,4850.0,"sales representatives, wholesale and manufacturing",784.0,41-4000,minor,"1,718,580",0.5,34.88,"72,540",0.4,14.05,20.02,29.01,42.97,61.63,"29,230","41,630","60,340","89,380","128,180",,,Middle Income
254,4900.0,"models, demonstrators, and product promoters",789.0,41-9010,broad,"88,500",3.8,15.30,"31,830",1.5,9.41,10.71,12.97,18.17,23.73,"19,570","22,280","26,970","37,800","49,350",,,Low Income
255,4920.0,real estate brokers and sales agents,792.0,41-9020,broad,"188,490",1.4,30.35,"63,130",1.1,11.20,15.31,23.02,36.21,56.93,"23,300","31,840","47,880","75,310","118,410",,,Middle Income
